vcpu,memoria_gb,reg_Leste dos EUA,reg_Sudeste do Brasil,preco_real,preco_previsto,regiao
104.0,832.0,False,True,16.954,17.149633791822392,Sudeste do Brasil
32.0,128.0,True,False,3.784,2.434626630912791,Leste dos EUA
32.0,128.0,True,False,1.536,2.434626630912791,Leste dos EUA
64.0,512.0,True,False,4.032,5.6109942145193905,Leste dos EUA
32.0,128.0,False,True,4.197,3.9873756852716173,Sudeste do Brasil
16.0,128.0,True,False,0.954,1.4255148438996539,Leste dos EUA
4.0,16.0,False,True,0.543,0.5026364572552121,Sudeste do Brasil
64.0,256.0,False,True,9.309,8.220689093444015,Sudeste do Brasil
8.0,64.0,True,False,0.581,0.7369366816933107,Leste dos EUA
8.0,32.0,False,True,0.858,1.025730684820541,Sudeste do Brasil
16.0,64.0,False,True,2.246,1.9443770663041706,Sudeste do Brasil
2.0,8.0,True,False,0.188,0.15637214446073341,Leste dos EUA
8.0,32.0,True,False,0.498,0.6215957385009458,Leste dos EUA
2.0,8.0,True,False,0.193,0.15637214446073341,Leste dos EUA
16.0,128.0,True,False,0.954,1.4255148438996539,Leste dos EUA
128.0,1024.0,True,False,15.181,12.375899687612478,Leste dos EUA
20.0,40.0,True,False,0.912,0.8987096536847452,Leste dos EUA
20.0,80.0,True,False,2.05,1.5554289122113842,Leste dos EUA
